ID_lab,ID_medicine,ID_equip,ID_license,ID_employee,Название,Дата_основания,Специализация,Владелец,Годовые_доходы,Годовые_расходы,Количество_филиалов
1,1157,309,454,332,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1197,223,201,767,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,84,420,442,691,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,191,418,168,1186,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,276,81,495,300,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,342,83,38,133,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,659,474,324,710,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,653,271,319,1058,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,181,223,138,1140,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,199,265,303,1122,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,446,111,403,901,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,947,53,362,79,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1164,370,78,63,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1076,179,149,1199,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1086,273,43,1150,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,854,42,473,964,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,749,253,316,1001,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,723,401,205,280,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1011,225,87,263,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,762,203,483,305,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,139,410,431,2,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,293,300,106,595,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1163,162,360,582,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,116,7,8,626,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,639,151,25,462,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,143,308,88,506,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,131,368,71,644,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,775,32,398,731,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,85,441,75,909,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1150,397,338,801,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,167,409,217,258,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,656,181,402,428,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,829,359,420,1159,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,379,357,273,283,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,877,489,297,434,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,905,130,325,485,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,366,352,1,219,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,658,234,67,591,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,784,417,47,1005,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,902,216,285,207,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1053,409,383,884,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,30,385,223,1051,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,77,220,316,260,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,728,2,276,419,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1037,277,285,1070,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,24,88,180,1093,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1171,356,318,1028,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,169,145,323,1139,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,309,144,23,622,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1061,87,379,515,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,434,257,393,272,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,231,159,334,1198,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,780,174,406,574,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1190,293,391,1106,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,740,76,420,345,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,570,123,443,952,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,142,220,460,440,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,356,200,401,976,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,339,35,250,368,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,514,379,223,852,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1197,477,165,452,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,70,396,43,373,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,256,408,18,1012,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1017,361,264,1186,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,214,409,73,528,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,479,370,193,845,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,467,446,398,1037,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,982,435,330,510,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,137,342,47,182,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,42,212,176,977,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,887,355,483,249,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,942,481,483,810,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,227,320,291,996,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,608,273,208,1189,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,631,480,32,446,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,392,397,339,805,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,557,19,76,1011,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,21,218,362,1156,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,411,1,398,1134,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,570,239,457,1013,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1190,400,246,469,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1038,290,442,77,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,335,385,68,688,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,971,314,208,645,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,57,145,479,1035,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1081,366,269,778,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,449,111,304,668,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,14,453,88,430,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,71,463,369,701,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,492,386,205,948,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,156,464,372,36,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,269,335,242,807,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,539,412,5,931,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1151,476,371,364,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,162,383,221,143,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,696,96,174,806,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,82,236,411,316,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,410,288,455,1060,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,767,391,150,364,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,62,469,18,593,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,142,220,484,847,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,450,333,486,705,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1167,64,39,94,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,636,95,150,1057,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,376,287,229,484,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1116,458,240,353,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,959,323,31,767,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,190,326,227,572,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,337,24,13,596,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,467,18,23,536,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1182,36,88,698,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,246,191,310,1004,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,287,194,50,758,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,327,430,139,475,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,635,125,413,41,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,102,387,34,738,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,189,63,196,1182,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1022,139,418,1104,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,665,266,129,1012,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,875,473,461,862,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,443,452,429,551,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,97,346,398,1047,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,740,372,43,457,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1185,163,139,1002,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1002,173,176,148,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,784,485,235,270,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,18,380,402,500,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,228,304,160,477,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,457,393,70,589,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,380,383,161,786,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,476,304,418,838,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,372,169,125,352,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1052,432,370,275,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,232,200,456,124,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,218,342,330,226,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,459,226,55,1124,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,406,415,423,923,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1097,154,169,1182,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,421,85,363,530,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1137,1,72,365,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,544,449,447,64,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,804,61,434,345,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,696,124,81,445,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,669,474,338,492,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,343,85,207,405,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,434,364,171,318,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,362,439,370,1044,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,616,241,169,1055,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,163,276,457,485,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,834,320,81,1115,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,74,263,266,192,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,877,25,440,1110,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1083,275,444,390,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1090,388,52,511,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,123,2,180,506,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,14,107,452,624,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,19,40,448,1008,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,752,483,94,693,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,68,48,51,42,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,551,49,357,339,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,671,90,312,272,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,112,211,382,381,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,671,97,195,1112,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,73,324,431,420,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,381,381,371,139,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,523,412,3,443,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,209,47,154,431,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,231,420,374,823,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,456,244,350,767,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,930,182,283,538,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,154,327,500,740,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,50,7,320,410,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,724,313,289,917,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,146,424,469,40,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1067,365,167,942,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,539,474,246,127,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,42,104,301,659,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,286,142,189,864,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,363,390,417,1190,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,672,118,374,1115,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,100,133,243,943,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,662,233,57,402,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,776,214,39,786,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,440,158,202,72,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,549,133,341,498,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,967,141,208,830,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1083,118,264,660,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,624,32,315,718,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,229,376,186,79,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,572,363,71,796,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,213,296,107,162,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1066,37,281,687,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1061,358,497,1063,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,656,146,302,386,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,731,10,331,361,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,560,72,94,379,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,949,15,302,252,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,119,20,238,200,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1000,81,488,658,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,854,373,265,276,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,233,128,394,958,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,73,224,304,509,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1087,278,211,349,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1042,87,292,246,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,982,22,425,231,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,207,268,258,465,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,790,224,459,1153,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,55,458,355,65,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,231,172,482,860,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,996,260,422,285,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,952,134,16,348,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,796,105,83,372,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,920,160,367,229,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,30,300,29,1074,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,579,386,177,281,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,752,436,178,123,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,413,59,448,53,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,457,423,134,855,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,241,64,77,650,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1032,21,209,198,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,763,105,225,171,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,149,479,68,894,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,19,385,500,830,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,175,76,89,680,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,566,467,433,32,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,137,22,315,824,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1135,489,495,324,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,59,307,196,334,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1087,200,59,342,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,531,90,189,674,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,378,8,146,216,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,37,121,64,1152,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
1,1017,453,140,91,BostonGene,04-05-1999,Молекулярная биология,Мария Добычина,200000,50000,3
